EDAD_V,NIV,INGRESO,SEXO,REGION
25,8,1500,2,3
45,8,1500,1,1
40,8,6500,1,3
63,0,,2,5
18,5,1700,1,5
45,2,,2,6
26,8,2000,2,3
29,8,28000,1,3
59,2,2000,1,3
58,2,,1,1
76,2,,1,1
49,8,1000,2,5
36,8,1000,2,5
32,3,,2,2
33,3,9000,1,4
53,3,,1,1
68,2,,1,3
34,3,2000,1,5
39,3,500,2,6
46,10,,2,2
33,3,,2,5
41,3,250,2,3
25,3,1200,2,5
24,8,15000,1,5
73,2,,2,2
30,3,,2,1
33,6,8000,2,3
45,2,250,2,6
38,6,8000,2,3
38,3,,2,4
63,3,,2,3
52,2,,1,1
49,7,1000,1,6
76,2,300,1,5
56,6,,1,1
18,6,,1,2
21,8,9000,1,4
30,8,5000,1,3
42,6,,2,6
60,3,,1,3
55,3,500,2,1
37,8,19000,2,4
44,6,,2,1
40,3,1200,2,5
35,6,1600,2,3
33,8,6700,2,3
23,8,,2,5
45,3,1600,1,1
39,7,,2,2
26,3,1800,1,3
63,8,2700,1,3
45,3,,2,3
79,2,,1,5
41,8,4000,1,5
22,6,,2,3
37,2,1800,1,2
38,2,,2,5
58,2,2500,1,1
22,2,700,2,6
64,2,700,2,5
33,2,2500,1,2
64,2,1500,2,6
30,6,5000,2,4
37,8,4000,1,3
70,3,,1,5
39,10,20000,2,5
59,8,,2,6
28,3,2500,2,6
50,3,1700,2,2
84,2,,1,6
45,6,800,2,1
21,3,500,1,6
19,8,,2,5
36,0,,1,2
65,2,4200,1,2
34,6,5000,2,6
33,2,,2,3
36,3,1000,2,6
48,8,,2,6
58,7,,1,3
50,8,10000,2,4
23,6,,1,1
52,2,,2,2
26,3,,2,2
60,3,2000,1,1
31,8,,2,1
59,2,,2,6
66,2,,2,6
67,8,2500,1,4
43,7,4000,1,3
24,6,3000,2,1
52,3,2900,1,1
38,3,,2,3
52,6,3000,2,5
45,3,10000,2,1
37,7,7000,2,4
79,0,,2,6
20,6,2700,1,1
24,8,,1,5
22,8,,1,5
59,2,1200,1,1
39,11,25000,2,4
32,6,2800,1,2
22,8,8000,2,3
78,8,,1,3
52,3,2000,2,3
56,6,5000,2,1
75,2,,2,4
51,3,1500,2,1
59,3,3000,2,4
51,3,4000,1,6
57,2,280,1,3
58,2,1200,1,5
35,3,500,2,2
58,3,2400,2,1
39,3,,2,2
41,8,1600,1,2
54,3,6500,1,5
23,3,,2,6
56,8,,2,5
27,3,500,2,2
22,8,1500,2,2
24,6,900,1,5
23,6,,2,5
32,3,1500,1,1
40,3,,2,2
27,10,1600,1,3
38,8,12000,1,1
28,3,2500,1,6
38,6,7000,1,6
62,10,10000,2,2
22,8,8500,1,2
23,6,,1,2
64,3,1200,1,2
39,3,,2,5
38,2,1000,2,6
53,3,3000,1,6
41,3,1200,2,3
52,3,1500,2,4
54,3,1000,1,5
55,3,1250,2,3
22,8,8000,2,2
50,2,500,2,1
52,6,1700,1,6
38,3,6000,1,6
23,8,2600,2,1
23,6,800,2,6
28,6,,2,3
26,8,6000,2,1
24,8,7000,1,1
27,8,15000,2,1
25,6,2300,2,5
70,3,,2,1
22,8,500,2,1
27,3,1500,1,2
35,8,7000,2,1
41,6,3000,1,2
33,9,,2,4
48,2,1500,2,6
28,6,,2,3
24,6,,2,5
38,2,,2,3
50,6,600,2,6
25,3,,2,5
29,6,4000,1,2
29,3,2500,1,1
60,6,,1,4
35,3,,2,3
48,3,,2,3
25,2,500,2,3
71,2,,2,3
44,6,1700,2,1
41,6,1500,2,6
44,0,,1,5
52,3,9000,2,6
32,6,1000,2,2
20,6,1500,1,5
54,6,4000,1,1
41,2,900,2,4
24,6,1500,2,6
64,2,1200,2,6
46,3,4000,2,6
58,2,1000,2,1
36,8,6000,2,2
50,2,1500,1,3
52,8,20000,1,6
21,6,3000,2,2
32,3,,2,5
44,6,17000,1,1
20,8,700,1,2
58,6,,1,1
29,2,,2,1
77,2,,1,5
33,3,,2,2
59,2,250,1,6
40,6,1200,1,6
50,2,3000,2,6
29,6,1500,1,3
50,2,300,2,5
57,2,3000,1,2
54,7,,1,2
31,2,,2,3
18,6,,2,2
32,6,5000,1,1
62,2,2000,1,2
24,6,2000,2,2
52,2,600,2,6
49,6,2000,1,1
40,7,3000,1,2
70,2,2000,1,5
42,2,,2,1
23,6,1000,1,1
36,8,30000,1,3
43,2,750,1,5
25,3,,2,5
57,0,,2,5
19,3,,1,2
53,3,1800,1,5
30,8,9000,2,4
63,3,4000,2,3
68,8,,1,5
62,2,,1,3
36,3,300,2,3
37,2,2500,1,3
52,3,1500,2,2
73,0,,2,5
33,8,,2,3
45,2,,1,6
53,10,20000,1,5
59,7,7000,1,2
53,5,1750,2,5
29,8,10000,1,3
58,6,,2,5
68,10,9500,1,6
54,2,,2,5
29,8,15000,2,4
36,6,10000,2,5
44,8,,2,6
23,2,1800,2,5
32,6,9000,2,5
35,3,1200,2,3
48,8,,1,4
29,3,2700,1,3
70,2,100,2,5
40,2,700,1,5
31,6,5500,1,2
34,8,25000,2,2
78,8,,2,2
38,6,2500,2,3
74,6,,1,2
37,8,18000,2,4
34,6,3000,2,1
24,7,4000,1,6
23,6,3500,1,3
68,1,,2,6
54,3,600,2,3
60,2,1000,1,5
19,6,6000,1,6
29,6,6000,2,2
80,0,800,1,5
43,3,2500,1,1
52,8,2500,1,5
22,6,3000,2,1
65,2,,2,6
43,3,2400,1,6
32,3,200,2,2
44,8,60000,1,3
43,6,6000,2,1
33,8,7000,1,6
36,2,900,1,2
31,8,3000,2,5
60,3,3000,1,2
19,3,1500,2,3
58,2,1200,1,6
28,3,1429,2,4
56,3,2900,1,3
34,3,1500,2,3
27,3,10000,1,1
39,6,2850,1,1
20,6,15000,1,2
30,3,3000,1,1
24,8,2800,1,1
54,2,400,2,6
72,3,,2,1
42,8,,2,5
43,3,1800,1,3
33,3,3000,1,6
59,2,,2,3
59,8,,1,3
39,8,,2,4
39,8,20000,1,3
62,6,2500,1,1
62,2,,1,5
33,10,50000,1,6
33,8,8000,2,1
27,6,5000,2,5
40,3,,2,3
29,8,6000,2,6
38,6,10000,1,6
36,2,600,2,3
41,2,300,2,6
40,3,2400,2,1
49,5,,2,6
38,3,3000,1,2
39,8,,1,3
26,8,14000,1,5
37,3,2500,2,2
25,6,,2,6
61,2,300,2,1
49,2,2000,2,3
67,2,,2,5
29,10,20000,2,3
34,0,,2,6
32,8,,2,1
46,8,40000,1,3
63,6,1700,1,4
33,8,18000,1,3
67,7,4500,1,2
37,6,,2,2
30,3,2000,2,2
24,3,2100,2,1
47,10,10000,2,1
75,3,0,1,2
56,2,400,2,5
36,3,2000,2,2
47,3,2500,1,3
41,2,1500,2,3
34,0,1200,1,6
76,3,,1,1
82,0,,2,1
20,8,,2,4
62,10,28500,1,6
56,2,,2,5
53,3,700,2,3
25,3,,2,5
80,2,,2,1
71,6,,1,5
56,8,8000,1,3
29,6,,2,3
38,8,9000,1,3
70,8,,1,1
72,5,,2,2
29,6,,2,5
22,8,2500,1,3
27,6,2800,1,2
33,8,8000,2,3
42,6,12000,2,6
70,5,,1,3
44,6,2500,2,3
40,3,4000,1,6
42,2,,2,2
60,2,600,2,5
32,3,1500,1,1
24,8,4000,1,3
34,6,1300,2,6
55,2,500,1,3
38,3,,1,1
49,6,4500,2,4
58,5,5000,2,4
48,2,180,2,1
40,3,,2,2
27,3,0,1,5
68,6,,2,2
60,3,,2,1
56,3,500,2,6
23,8,6700,1,1
41,8,600,2,2
61,3,2000,2,2
42,6,1000,1,1
81,3,,2,3
39,8,4500,2,2
19,6,2500,1,6
55,8,10,1,6
57,0,,2,6
36,6,1400,2,3
49,6,2180,2,6
18,3,2100,2,5
67,2,600,2,4
42,2,2000,1,1
64,3,,2,1
54,3,2500,2,1
90,0,,2,5
20,6,3000,1,3
30,8,2000,1,5
49,8,20000,2,3
48,6,3000,2,6
32,3,1500,1,6
36,9,15000,1,4
18,6,4000,2,3
30,3,1200,1,2
21,6,1800,1,1
30,2,1400,1,2
26,3,2800,2,1
48,8,9000,2,5
31,6,2000,2,6
66,3,400,1,1
31,3,2000,1,6
21,3,200,2,5
29,2,2200,1,2
33,8,41000,1,3
62,2,1000,2,5
37,8,1800,1,2
35,3,9000,2,5
60,2,1000,1,6
31,6,,2,6
42,3,1500,1,6
28,8,,2,2
47,2,500,1,2
38,6,46000,1,2
38,8,,1,4
62,2,10000,1,4
71,3,,2,2
57,6,3000,2,1
29,2,1200,2,3
21,6,2100,2,3
71,8,,2,3
44,8,,2,6
39,3,600,2,2
45,8,4000,2,6
55,8,35000,1,5
61,0,350,1,1
44,3,1000,1,5
62,6,,2,1
64,7,12000,1,4
48,3,7000,1,2
50,8,,1,1
29,6,1800,1,5
30,3,2300,2,1
67,0,,2,5
51,2,600,1,5
26,6,2100,1,1
50,3,2500,2,1
51,3,2000,1,2
37,6,2600,2,1
26,8,4000,2,3
65,2,,2,3
53,6,2500,2,6
31,6,1800,2,1
53,3,800,1,3
64,3,500,1,4
63,6,,2,3
28,8,8000,1,3
53,8,,2,1
26,8,22000,2,1
57,5,7200,1,3
66,2,,2,4
45,8,20000,1,5
45,2,1800,1,6
85,2,,1,3
48,2,7000,1,2
30,6,3100,2,2
19,6,1200,2,5
42,3,3000,1,6
44,3,1000,2,3
51,3,800,2,1
77,3,,1,3
51,3,7000,1,5
73,2,,2,3
53,3,500,2,3
28,2,600,2,3
25,2,900,1,6
68,2,,2,5
37,2,,2,6
34,6,1700,2,2
41,3,3000,1,6
38,8,6000,1,1
42,3,10000,2,4
43,6,3200,1,3
32,3,,2,4
43,6,1300,1,6
59,3,0,2,2
42,8,2500,1,3
65,8,6500,1,2
61,2,,1,6
28,8,0,2,5
34,3,2500,1,2
49,6,,2,5
36,8,,2,4
78,0,,2,5
25,3,,2,3
62,8,45000,1,4
23,6,1000,2,5
39,8,3000,1,1
70,0,300,2,6
36,6,9000,1,5
41,3,4000,1,2
29,8,23000,1,1
44,8,15000,1,6
40,6,,2,2
54,3,2700,1,5
19,8,,1,5
51,8,5000,2,6
30,8,20000,2,3
36,8,10000,2,5
27,6,2000,1,6
37,2,1700,2,6
30,6,5000,1,3
51,3,,2,1
59,2,700,1,5
85,2,,2,2
25,8,2500,2,1
57,6,,2,2
62,2,3000,1,3
68,3,700,1,1
54,2,2500,1,1
60,3,150,2,5
35,10,25000,1,4
74,2,,2,5
29,10,18000,1,5
52,6,3500,1,1
34,8,25,1,2
47,6,2500,1,6
50,11,,2,2
72,2,500,2,5
26,6,15000,1,4
39,8,,2,2
77,2,,2,3
29,5,1500,2,3
22,2,,1,6
48,3,3000,1,1
28,6,2000,1,3
37,3,3500,1,1
19,3,2100,1,3
53,3,1500,2,6
37,3,600,1,3
50,8,16000,1,2
79,0,,2,5
64,6,,2,2
66,0,,2,2
49,10,,1,5
57,2,4000,1,3
53,3,4000,1,2
32,6,2000,1,1
68,2,1200,1,2
32,6,10000,2,6
33,6,30000,2,6
37,3,3800,1,1
49,6,2200,1,5
55,8,5000,1,6
36,8,3000,2,6
58,2,,2,2
33,8,12000,2,6
58,3,1500,1,5
38,3,1270,2,3
42,6,3500,2,1
28,6,1800,2,3
34,3,,2,3
40,6,6500,2,5
19,8,,1,2
58,3,1800,2,2
25,7,15000,1,2
23,8,2000,1,6
50,3,9000,1,1
37,2,,2,6
69,0,,2,6
21,8,3200,2,1
44,2,,1,6
20,8,,2,4
34,3,3500,1,3
59,5,1000,2,5
46,3,,2,2
34,3,2400,1,3
91,2,,1,5
35,6,,2,5
31,6,,2,5
37,10,8000,1,3
21,6,,2,2
76,2,,2,5
33,3,8000,2,5
40,3,1000,2,2
58,3,1800,2,6
63,0,800,1,5
59,8,,2,1
50,3,600,2,3
54,3,800,1,5
22,6,6000,1,1
46,8,10000,2,3
45,3,3500,2,2
53,8,20000,1,1
52,8,250,2,3
54,2,,1,2
68,3,,1,5
18,6,600,2,1
30,8,20000,1,6
46,7,,2,5
23,2,1600,2,1
43,2,,2,6
69,7,,2,4
38,3,,2,6
63,2,,2,1
29,6,1800,1,5
45,3,,2,2
24,8,,1,6
68,0,700,1,6
24,3,600,2,6
69,2,200,1,5
28,6,2000,1,2
41,6,1200,1,3
40,2,2000,1,3
64,2,1500,2,1
44,3,5000,1,1
78,2,1000,1,3
46,2,1600,1,5
63,3,,2,3
45,2,1200,1,6
37,5,4000,1,1
39,8,6000,2,5
59,2,600,2,3
28,2,7500,2,3
34,2,,2,3
78,2,,2,3
35,10,8000,2,1
67,2,200,2,6
24,8,,2,5
70,0,,2,6
40,8,5600,2,5
64,7,,1,5
50,2,,2,5
29,6,22000,1,3
19,6,1200,2,2
51,2,1500,2,5
38,6,1800,2,1
44,3,,2,6
81,0,,2,6
54,3,600,2,2
24,6,1700,2,5
51,5,,2,2
48,3,,2,5
32,6,750,2,3
30,2,,2,2
55,2,,2,6
34,8,10000,2,3
38,3,100,2,2
51,3,,1,4
79,2,,2,5
52,3,,2,2
48,7,,2,2
35,8,,2,3
41,2,3200,2,5
81,5,,2,4
31,6,2000,2,6
49,3,400,2,6
45,7,1800,2,2
18,6,2100,2,1
60,8,,1,3
23,6,,2,6
31,8,36000,1,1
36,8,3000,1,2
45,6,800,1,6
19,6,0,1,1
49,2,,2,1
53,3,2000,2,2
32,6,,2,4
83,7,,1,4
30,6,,2,3
53,6,1500,2,5
52,3,1200,2,1
56,6,1500,1,5
41,8,8000,2,3
36,6,3000,1,2
35,6,1500,2,6
56,8,,1,3
75,3,,1,2
51,6,10000,1,5
23,6,3000,1,6
54,2,,2,6
52,3,,2,3
22,3,2500,1,2
59,3,,2,6
39,3,1000,1,6
35,3,600,1,6
32,2,600,2,5
24,3,2000,1,3
27,3,,2,2
58,3,,2,2
49,2,10000,2,3
40,3,1000,1,5
61,2,,2,3
59,2,2000,1,3
45,7,1200,2,3
48,6,12000,1,4
40,3,1000,2,6
49,8,,2,5
45,6,,2,3
53,3,,2,3
39,3,1500,2,2
84,2,,1,3
67,2,3000,2,1
29,8,3500,2,4
79,6,,1,5
85,2,,2,5
71,3,600,2,1
53,3,1700,2,4
47,6,2000,2,3
31,8,2000,2,6
19,3,2400,2,6
53,2,,1,5
42,2,1000,1,6
81,5,,2,2
41,3,,2,5
73,2,400,2,2
60,2,500,2,3
52,3,,2,6
45,8,40000,1,5
67,2,,2,3
56,7,,2,2
27,3,2500,1,6
66,2,,2,3
40,3,2200,2,5
45,3,1500,1,3
48,2,600,1,5
58,2,,2,2
26,8,1250,1,2
70,6,1500,1,6
85,2,,1,4
59,10,,2,6
21,8,2500,1,6
21,6,1400,2,1
74,2,3000,1,5
51,5,1200,1,5
18,6,,2,6
58,2,4800,1,1
25,8,10000,2,4
55,3,,2,2
62,3,1500,1,3
57,2,,2,3
50,3,6000,1,4
20,5,5000,1,4
24,6,1700,2,6
73,0,,2,3
43,8,,2,3
48,10,,1,2
19,6,,2,6
18,3,,2,6
68,0,2000,1,5
25,6,10000,2,3
64,2,1200,1,6
42,3,1000,2,5
37,8,,1,5
51,3,2500,1,5
76,2,,1,6
57,2,2640,2,1
22,8,1200,1,2
31,3,,2,2
26,3,2300,1,5
59,3,1500,1,5
28,8,1800,2,6
37,5,600,2,1
29,8,,1,1
34,3,800,2,6
30,3,,2,6
53,2,4000,1,5
66,3,2000,2,1
41,3,1700,2,2
39,2,,2,5
21,8,1700,2,1
32,6,1100,2,5
18,6,,2,3
34,6,1800,1,1
64,2,2000,1,5
38,9,15000,2,4
72,2,,1,5
38,10,15000,2,1
45,3,,2,6
52,0,,2,6
38,6,5000,2,4
69,2,1500,1,6
28,3,,2,2
27,8,12000,2,3
25,8,1200,2,5
41,8,25000,1,6
23,2,,2,6
39,3,3000,2,1
51,6,8000,2,4
28,3,2000,1,5
73,2,250,2,2
62,2,3500,1,1
58,8,,2,1
39,3,,2,2
21,8,,2,4
47,3,3000,2,6
68,2,,2,2
56,8,17000,2,6
52,3,,2,3
74,2,,2,4
28,3,3000,2,4
21,3,2000,1,6
29,8,25000,1,5
44,3,2500,1,2
64,2,1500,1,1
20,6,2000,2,6
41,8,10000,1,1
44,7,1500,1,2
29,3,1000,1,5
40,2,,2,3
32,6,24000,1,3
63,8,,1,6
33,3,,2,5
49,3,3500,1,6
60,2,1500,1,5
58,10,30000,1,4
83,0,,1,2
35,8,10000,2,3
42,6,10000,2,2
28,8,3500,2,2
71,2,400,2,5
56,6,2500,1,4
54,2,,2,5
18,6,2600,1,4
38,2,800,1,5
32,8,,2,1
43,8,30000,1,3
49,6,,2,5
33,2,,2,6
59,2,,2,5
27,8,15200,2,1
51,0,1600,1,3
31,3,900,2,5
80,2,800,1,2
55,6,5000,2,1
49,2,5200,2,1
43,8,30000,1,6
64,2,1000,1,5
51,6,2000,2,2
20,8,300,2,3
37,6,4000,1,5
34,8,15000,2,3
18,3,,2,3
27,8,5000,1,1
37,7,2000,1,2
61,3,,2,6
57,2,,2,5
21,8,750,2,4
61,0,,2,3
18,8,,2,2
33,3,1500,1,2
71,0,,1,3
21,6,,1,3
29,2,,2,3
58,2,300,2,3
44,2,1500,2,5
26,3,,2,2
61,8,,2,3
65,6,4000,1,3
35,3,,2,5
37,8,20000,1,5
65,8,,1,1
23,6,2500,2,4
32,3,1400,2,6
19,8,1000,2,5
38,8,28000,1,2
26,8,,2,6
39,10,32000,2,2
18,8,3600,2,5
20,6,,1,6
47,3,2000,1,3
55,10,3600,2,6
69,5,,2,5
48,6,,2,4
47,3,2500,2,2
58,2,,2,3
47,3,2000,2,3
18,6,400,1,5
51,2,3500,1,6
40,8,0,1,1
29,3,,2,5
32,6,8400,2,1
44,3,2000,1,2
34,6,2000,2,1
61,2,2000,2,5
26,7,,2,2
48,6,1750,1,6
36,6,2000,1,2
31,8,,2,2
47,3,1200,2,2
38,6,8000,1,5
25,8,2000,1,3
85,9,,1,3
58,8,,2,2
25,8,6000,1,1
29,3,1000,2,3
18,3,2500,1,6
33,8,15000,2,5
45,3,1000,2,2
38,3,,2,2
63,2,,2,2
31,6,,2,3
38,3,3000,1,5
70,0,,1,5
32,3,2000,2,6
37,8,10000,1,1
48,3,2600,2,1
62,2,1400,1,3
21,6,1000,1,1
21,3,2000,1,3
40,2,,2,4
58,2,1200,1,6
60,6,6000,1,5
81,0,,1,6
28,3,1500,1,5
48,3,,2,1
43,8,12000,1,6
63,2,1500,2,3
31,8,18000,1,1
57,2,9200,1,3
27,2,800,1,3
21,6,,2,3
69,2,3000,1,5
43,7,1400,1,6
62,2,,2,6
65,6,,2,5
40,6,1500,1,6
24,6,600,1,6
36,3,15000,1,3
54,2,2600,2,2
20,8,,2,3
77,5,,2,3
65,2,,1,3
45,2,2500,1,6
29,2,,2,4
44,6,5000,2,3
25,3,3000,1,1
58,2,1500,1,3
49,8,7000,1,1
73,1,,1,4
31,6,3000,2,1
44,7,4000,2,5
37,3,1750,2,5
25,6,2200,1,4
27,8,20000,2,3
37,8,12000,2,3
36,3,10000,2,4
40,8,4000,1,3
54,0,3500,1,3
41,0,1100,1,5
53,7,,2,1
58,2,,2,6
21,3,2200,1,1
19,6,4000,2,4
28,3,,2,2
29,8,2000,2,6
41,3,4000,1,3
76,2,,2,5
97,2,,2,6
49,2,1500,2,6
47,6,1000,2,3
21,8,700,2,3
47,8,3000,1,6
57,7,14000,2,5
22,6,2500,2,1
52,2,,2,3
52,3,,2,6
60,8,,1,1
25,8,6000,1,3
50,3,1000,1,3
33,3,,2,3
59,6,,1,2
44,6,3500,2,6
42,3,,2,3
51,2,3000,2,6
21,3,2500,1,6
31,6,1400,2,5
30,8,4000,1,5
24,3,1500,1,2
31,2,1400,2,1
26,2,0,1,6
30,6,2700,1,3
24,6,3400,1,5
29,8,6000,2,5
30,6,1000,2,5
46,2,3000,1,2
31,3,6000,2,2
32,8,4000,1,5
49,3,1800,2,2
19,2,,2,5
60,3,4000,1,2
85,8,,1,4
21,8,,2,1
48,3,1300,2,5
45,6,15000,1,3
76,2,,2,3
20,6,2000,1,1
22,6,1500,1,5
37,3,5000,1,6
31,8,20000,1,6
57,3,10000,1,4
64,6,1000,2,6
19,6,1400,2,3
26,8,1800,2,2
40,6,,1,4
22,8,2400,1,3
69,3,1000,2,2
61,3,,1,3
25,8,17000,2,2
55,10,1300,1,3
60,6,1800,1,2
77,2,,2,1
41,2,1500,1,2
52,3,2000,1,4
30,3,,2,3
58,3,,2,6
59,7,65000,1,1
52,3,2400,2,2
33,3,300,1,5
36,8,1500,1,3
62,6,,2,6
46,3,2000,1,2
28,8,1000,1,1
48,10,12000,1,3
55,2,2100,2,1
64,6,,2,1
22,8,1200,1,2
37,8,8000,1,1
34,8,5000,1,2
46,8,7000,2,6
44,3,,2,5
52,3,3000,2,1
34,3,3700,1,1
26,6,2500,1,1
57,3,1750,2,1
18,6,500,1,3
65,8,,1,4
76,10,,2,3
74,2,400,2,2
53,8,60000,1,1
50,2,,1,5
21,2,4000,1,2
80,0,,1,2
45,3,2900,2,1
40,7,1000,2,1
83,0,,2,5
52,6,,2,5
38,3,2400,1,2
80,2,,1,3
56,6,800,2,3
66,2,,2,2
47,10,30000,1,2
78,8,,1,6
63,2,,1,1
61,6,,2,1
71,8,,2,2
33,6,10000,1,6
31,3,,2,3
78,2,,2,6
47,3,,2,1
62,2,600,2,4
50,3,2500,2,1
71,3,,1,2
23,6,2000,1,5
31,8,6000,2,4
26,8,1000,2,1
43,3,,2,2
20,3,,2,6
38,6,11500,1,2
63,2,1800,1,3
48,2,,1,2
34,8,20000,2,2
22,8,1500,1,2
50,6,3000,2,1
29,3,,2,5
85,7,,2,3
43,8,6700,1,5
45,6,8000,1,5
66,8,,1,5
45,6,,2,1
52,3,,2,6
56,2,,2,3
27,6,,2,2
35,8,3700,2,6
51,8,25000,2,2
32,7,,2,6
21,8,10000,1,1
83,0,,2,5
52,3,1500,2,1
66,0,1500,1,3
35,8,4000,1,2
43,8,0,2,1
63,0,0,2,6
23,6,2400,1,5
31,6,2000,1,2
66,0,,2,4
60,2,,2,2
22,3,1750,1,5
47,6,,2,3
50,3,1800,1,6
36,6,1200,2,1
78,2,,2,3
71,6,,1,4
67,6,2000,2,1
29,6,1800,2,1
46,3,3500,1,3
58,7,,2,3
30,8,3000,2,1
22,8,12000,1,5
56,8,12000,1,5
25,3,3000,1,6
29,8,40000,1,3
27,8,5700,2,3
19,3,,2,2
45,2,2000,1,1
27,8,3000,1,3
32,3,5000,2,6
24,8,1600,1,3
33,8,6000,1,6
45,3,5000,1,6
33,6,,2,5
64,0,,2,5
33,3,,2,6
88,0,,2,6
66,6,,2,5
63,3,3000,1,2
74,2,,1,5
28,3,1600,2,2
49,2,800,2,3
31,8,5000,2,3
98,3,0,1,6
46,6,8000,1,6
55,5,,2,3
60,0,,2,6
28,6,800,2,6
51,2,1000,2,6
72,7,,2,1
21,3,7000,1,5
29,6,,1,2
65,0,450,1,6
47,3,2000,1,6
81,0,,2,5
54,6,2400,1,6
72,2,,2,4
30,3,3500,1,3
37,8,35000,1,2
28,6,4000,1,6
70,8,,1,4
66,3,,1,5
39,2,10000,1,3
61,0,500,2,1
21,6,2400,2,1
36,2,3500,2,3
21,2,,2,3
25,3,1756,2,1
76,2,,2,4
25,6,,2,3
76,3,,1,2
23,6,1500,1,5
59,3,1600,2,3
39,8,24000,1,4
24,3,,2,5
59,2,,2,4
49,6,4800,1,4
55,3,3000,1,1
32,8,2000,1,1
49,3,5000,1,3
34,6,1800,2,2
64,8,,2,1
65,2,3000,2,2
51,3,2000,1,2
38,3,20000,1,6
46,3,,2,1
33,8,5000,1,6
38,3,150,2,2
27,3,1500,2,1
30,6,,2,2
44,3,1400,2,2
33,8,6000,2,2
62,3,,2,2
44,8,,2,3
31,3,1700,2,3
85,2,,1,5
30,3,4000,2,6
47,7,1400,2,2
44,6,20000,2,2
62,3,,2,1
19,3,2000,2,3
47,2,1200,2,6
52,2,2000,2,1
30,3,3000,1,2
56,3,350,2,2
50,8,5000,1,4
36,6,10000,2,3
22,8,,1,3
55,3,1200,2,2
24,6,,2,5
41,6,1500,2,5
34,11,5000,2,1
30,3,2100,1,3
78,5,,2,2
35,7,8000,2,6
22,3,2200,1,1
43,8,4700,2,6
63,5,500,2,3
33,3,200,2,3
43,3,2000,1,1
54,3,,2,1
42,6,2000,2,2
29,3,,1,2
25,2,1700,1,2
73,6,,1,5
40,8,18000,2,2
37,6,2000,1,6
49,8,11000,2,6
40,3,1600,2,2
50,3,2000,1,6
44,0,600,2,5
49,3,,2,2
31,3,3600,1,3
49,10,10000,2,3
29,8,2500,2,1
72,2,,2,5
20,8,1000,2,5
50,3,1800,2,5
57,3,2000,1,5
30,6,3500,2,3
18,6,1200,2,5
45,2,2400,1,6
48,7,10800,2,1
53,3,6000,1,5
18,3,,1,2
41,6,9800,1,5
40,2,1800,1,3
53,2,700,2,6
28,8,1700,2,2
47,2,3500,1,3
61,6,,2,1
47,3,100,1,1
78,2,,2,5
60,0,750,1,6
66,7,,1,3
47,8,15000,2,4
55,6,15000,1,6
59,3,2800,1,3
35,6,3500,2,1
48,3,2500,2,6
21,3,1500,2,3
24,3,2600,1,3
37,3,8000,1,1
24,3,,2,5
34,6,2500,1,1
18,6,,2,2
69,3,,1,3
37,2,1500,1,3
40,2,1500,1,1
31,10,10000,2,5
68,8,,1,4
53,3,,2,3
56,2,750,1,6
56,3,,1,3
25,8,1200,2,2
45,2,,2,2
35,6,,2,6
55,3,3000,1,5
21,8,,2,1
80,2,,2,6
56,6,2500,2,1
60,1,140,2,6
45,3,3000,1,2
28,3,800,2,5
60,8,5000,2,1
59,10,9000,2,1
32,8,1500,1,2
41,8,0,2,2
71,0,600,1,6
72,8,,2,3
30,8,5000,2,1
62,3,,1,2
43,8,2000,2,1
22,6,1500,1,5
28,3,5000,1,2
27,3,1250,2,6
48,5,12000,2,5
61,2,500,1,5
69,2,,2,3
19,7,1600,2,2
66,6,,2,3
42,3,2500,2,2
36,3,3500,2,3
24,6,,2,1
28,2,1800,2,6
51,3,750,1,5
37,6,1000,2,2
36,8,12000,1,4
57,3,1500,2,2
37,2,5500,1,1
75,8,8000,1,6
45,2,3150,1,1
65,6,,1,2
43,8,,1,3
61,2,,2,6
66,2,,1,5
65,2,,2,6
28,3,,2,6
50,3,700,2,3
40,3,2700,2,1
37,6,,2,3
31,6,,2,5
32,8,8000,2,3
40,10,12000,2,2
55,3,,2,5
32,6,,2,3
30,6,2000,2,2
36,8,12000,1,4
38,8,50000,1,2
33,3,2000,1,5
29,6,,2,1
44,3,1800,1,6
25,8,20000,1,3
27,6,1500,2,2
75,2,,2,1
79,2,,1,1
88,0,,2,3
36,2,1700,1,3
56,3,,1,5
49,2,2000,2,3
21,6,1800,2,1
29,6,5000,1,2
22,8,700,2,1
34,5,2200,1,3
53,6,2000,1,6
58,8,500,2,6
43,8,65000,2,2
31,8,8000,1,3
73,0,,1,6
37,8,16000,1,6
29,3,250,1,6
28,6,2000,1,3
48,6,4000,2,4
39,2,1000,2,6
47,6,2400,1,2
39,3,20000,1,1
66,2,1000,2,6
54,5,1500,2,1
34,10,14000,2,1
55,0,150,2,2
68,8,,2,4
51,2,200,2,3
51,6,1500,1,5
47,8,9000,2,1
52,2,2000,1,5
30,3,2000,2,4
34,3,,2,2
54,8,15000,1,1
70,6,,1,6
45,8,24000,2,3
38,3,1300,1,6
48,3,3000,1,5
31,6,1500,1,3
28,6,,2,2
61,3,,2,6
52,3,2500,2,6
24,8,15600,2,2
31,6,3000,1,1
21,6,,2,5
32,3,,2,2
25,2,4000,1,3
56,2,1000,2,1
31,3,1400,1,2
61,3,,2,2
18,6,,2,6
49,3,3000,1,1
62,8,,2,2
60,2,200,2,3
32,6,800,2,5
38,6,1000,2,6
23,6,2000,1,5
